,open,high,low,close,volume,adjclose,dividend,split
2024-04-07 14:44:32.759198,301.5953740487623,307.656753284008,297.82018157636656,304.9671415301123,6877809,304.9671415301123,0.0,1.0
2024-04-08 14:44:32.759198,304.29031642144525,311.8727407845026,285.7601775542374,298.7547196256508,7396567,298.7547196256508,0.0,1.0
2024-04-09 14:44:32.759198,300.7657146301285,313.17691347474204,297.130407498688,306.7516106557322,9002619,306.7516106557322,0.0,1.0
2024-04-10 14:44:32.759198,321.574933444833,336.2845089322456,300.24830080171705,315.64238647616816,5021080,315.64238647616816,0.0,1.0
2024-04-11 14:44:32.759198,292.7585835634588,303.61135328808746,278.44449736573694,298.2079168022172,8667857,298.2079168022172,0.0,1.0
2024-04-12 14:44:32.759198,303.0132742482859,311.8095730986939,288.2555531560187,298.3454436173214,5428690,298.3454436173214,0.0,1.0
2024-04-13 14:44:32.759198,316.96712889025093,326.98747869233557,308.5211088258149,316.6163039792497,6439433,316.6163039792497,0.0,1.0
2024-04-14 14:44:32.759198,314.72175081288196,314.9278063280532,305.0928602547063,308.63588575306756,9889782,308.63588575306756,0.0,1.0
2024-04-15 14:44:32.759198,291.35101843786333,306.2379190170296,286.73740770937957,296.4041572395516,3881777,296.4041572395516,0.0,1.0
2024-04-16 14:44:32.759198,307.3224663820499,310.05818900420616,298.16583872236157,306.66186417212333,3748996,306.66186417212333,0.0,1.0
2024-04-17 14:44:32.759198,302.3098724872213,316.8369247434935,285.9622682885281,296.73944944550175,1195246,296.73944944550175,0.0,1.0
2024-04-18 14:44:32.759198,297.1279586875676,299.336551329078,296.8110113381354,296.85369147528644,4696176,296.85369147528644,0.0,1.0
2024-04-19 14:44:32.759198,305.6418136353421,311.9781370929867,295.3439799099468,304.067974364012,9899691,304.067974364012,0.0,1.0
2024-04-20 14:44:32.759198,284.8660693163441,286.081730539495,274.8995590868388,282.6529118391363,2012384,282.6529118391363,0.0,1.0
2024-04-21 14:44:32.759198,284.1562597051998,298.86310258219146,272.2731833713646,284.67389859794656,9143478,284.67389859794656,0.0,1.0
2024-04-22 14:44:32.759198,297.9500845305428,305.4315368194933,293.39625638904835,296.4375642680298,1866964,296.4375642680298,0.0,1.0
2024-04-23 14:44:32.759198,293.0545165211351,301.7785299408677,287.59618717453014,292.06949099445796,9437712,292.06949099445796,0.0,1.0
2024-04-24 14:44:32.759198,310.3794302240856,311.4203881657485,293.57576524768444,305.47763816111757,1863663,305.47763816111757,0.0,1.0
2024-04-25 14:44:32.759198,288.0577856810252,304.3939175852158,274.8414214760833,293.39228671731536,6783182,293.39228671731536,0.0,1.0
2024-04-26 14:44:32.759198,285.95928349066355,291.5146032965126,281.3910739579894,288.4868530965372,7980571,288.4868530965372,0.0,1.0
2024-04-27 14:44:32.759198,323.1222320277259,337.63129735203376,311.9207687931672,317.4037404364683,6334538,317.4037404364683,0.0,1.0
2024-04-28 14:44:32.759198,305.3198032977075,308.4514630317339,289.702967334975,300.62685237975,7349449,300.62685237975,0.0,1.0
2024-04-29 14:44:32.759198,303.1585831615959,306.59282698357384,302.4137765191072,303.6972600688573,2206861,303.6972600688573,0.0,1.0
2024-04-30 14:44:32.759198,290.30016808252526,290.8306868185084,276.64838667236614,288.9118587972061,4119612,288.9118587972061,0.0,1.0
2024-05-01 14:44:32.759198,295.20056985496177,304.88320091594323,286.82181534400905,297.85287605145146,3891005,297.85287605145146,0.0,1.0
2024-05-02 14:44:32.759198,300.7440674843561,313.14422073543676,299.89620860884816,304.5432918311646,5936600,304.5432918311646,0.0,1.0
2024-05-03 14:44:32.759198,291.6374008754396,293.02104096326144,283.1759400209054,292.0614927972055,5736319,292.0614927972055,0.0,1.0
2024-05-04 14:44:32.759198,305.6622045789309,319.38818123740407,300.13775679217713,307.4657713922479,1257681,307.4657713922479,0.0,1.0
2024-05-05 14:44:32.759198,298.8364116212599,305.60937206146406,288.8687497410504,297.8397669469658,9482626,297.8397669469658,0.0,1.0
2024-05-06 14:44:32.759198,295.9813794546614,308.96039820757284,285.24044017485824,301.0665789855837,6629481,301.0665789855837,0.0,1.0
2024-05-07 14:44:32.759198,303.76056903986574,310.45488618094225,297.86499678676614,298.10381299858517,3054780,298.10381299858517,0.0,1.0
2024-05-08 14:44:32.759198,329.0586076749337,335.65233441589265,313.2482349008656,322.7810236033311,8991208,322.7810236033311,0.0,1.0
2024-05-09 14:44:32.759198,306.672344483234,315.25365510671725,302.6495599865457,304.26063214822506,5423408,304.26063214822506,0.0,1.0
2024-05-10 14:44:32.759198,294.3802872766122,296.6652706863109,282.6378900270757,293.955857743408,1842186,293.955857743408,0.0,1.0
2024-05-11 14:44:32.759198,310.51185859774813,315.74200599513034,298.2948425539983,312.8957787913616,6352727,312.8957787913616,0.0,1.0
2024-05-12 14:44:32.759198,296.27190337768224,309.0380466897419,278.4247834916966,292.5992558079821,8116355,292.5992558079821,0.0,1.0
2024-05-13 14:44:32.759198,309.30243864440644,323.9342296282621,301.6861898818,307.0336908951025,8226585,307.0336908951025,0.0,1.0
2024-05-14 14:44:32.759198,281.63299455348675,290.81444022241345,272.7408037135509,285.4857163436198,6538917,285.4857163436198,0.0,1.0
2024-05-15 14:44:32.759198,296.7365288268745,300.7535205522238,289.95797121227287,291.9379197307959,2124905,291.9379197307959,0.0,1.0
2024-05-16 14:44:32.759198,311.2907152864979,321.31426920945046,299.23094705252225,307.3257552158341,4105958,307.3257552158341,0.0,1.0
2024-05-17 14:44:32.759198,318.50849225922354,325.0177574877875,312.38159059867166,312.87917129445964,6559277,312.87917129445964,0.0,1.0
2024-05-18 14:44:32.759198,310.12050641034295,310.5141478840079,294.8292954884746,307.3455509437679,4258084,307.3455509437679,0.0,1.0
2024-05-19 14:44:32.759198,305.9946565250588,308.383749544887,302.6117950540786,304.61274794534836,9593059,304.61274794534836,0.0,1.0
2024-05-20 14:44:32.759198,301.9050036100416,313.7387967836995,298.5326772118214,302.8955564507005,2980290,302.8955564507005,0.0,1.0
2024-05-21 14:44:32.759198,296.3001741864254,306.06213812460464,287.92268543996573,291.25873614028177,1403322,291.25873614028177,0.0,1.0
2024-05-22 14:44:32.759198,303.3607499854217,303.7717430157945,296.662518749683,298.98287659737156,5310796,298.98287659737156,0.0,1.0
2024-05-23 14:44:32.759198,296.2237688837694,305.06088011379137,292.68425017998607,301.7122936090835,6181057,301.7122936090835,0.0,1.0
